t,mode,err_norm,tau_norm,q1,q2,q3,q4,q5,q6,q7,qd1,qd2,qd3,qd4,qd5,qd6,qd7,tau1,tau2,tau3,tau4,tau5,tau6,tau7
0.34600000000000003,pd_only,0.3247263444477213,21.54133116813631,0.011547891562436708,-0.7043069555365834,0.010224473229097952,-2.2258501324437407,0.0038699926737295895,1.5919276285084933,0.8026729642081141,0.03244871237316045,-0.011814463860348267,0.029122248920499392,-0.07286550401636015,0.010901805986653782,-0.022779903825239096,0.007556628397786295,14.626922051639959,-11.491881159565633,9.438797044712251,-3.728853321972251,2.8191251201975605,-2.185396238132095,1.516610462830497
0.34800000000000003,pd_only,0.3245968451083496,21.53349872467378,0.011612766645715115,-0.7043305772943371,0.010282701071815618,-2.225995817953524,0.0038917901635635503,1.5918820822777138,0.8026880744632346,0.032437541639204,-0.01181087887688365,0.02911392135883248,-0.0728427548917281,0.010898744916980332,-0.022773115389735265,0.007555127560261658,14.621886701780818,-11.49004106302845,9.43481988691715,-3.7203370132119695,2.81848938386819,-2.184291193586138,1.5163142022465734
0.35000000000000003,pd_only,0.3244674332678984,21.525671439121446,0.011677619395215133,-0.7043541918861087,0.010340912263794329,-2.2261414579771515,0.003913581533128111,1.5918365496204185,0.802703181717281,0.03242637475000899,-0.011807295885781608,0.029105595989355745,-0.07282001181362664,0.010895684782280618,-0.0227663286476381,0.007553627023150594,14.616853085393934,-11.488201512176657,9.430843868666917,-3.7118233738712836,2.817853825591212,-2.1831864799941676,1.5160180004942605
0.352,pd_only,0.32433810892599313,21.517849311046163,0.01174244981862364,-0.7043777993158801,0.01039910680941722,-2.2262870525267138,0.003935366784292573,1.591791030533221,0.8027182859708537,0.03241521170425347,-0.011803714885694453,0.02909727281144586,-0.0727972747810521,0.010892625582230605,-0.022759543598794386,0.0075521267863933265,14.611821201882664,-11.486362506710359,9.426868989662127,-3.703312403234662,2.817218445312473,-2.1820820972722728,1.5157218575617788
0.354,pd_only,0.32420887208225535,21.510032340014448,0.01180725792362487,-0.7044013995876306,0.01045728471306618,-2.2264326016142997,0.003957145918925585,1.5917455250127348,0.8027333872245536,0.03240405250061597,-0.011800135875275551,0.02908895182447982,-0.07277454379300133,0.01088956731650637,-0.022752760243053286,0.0075506268499318996,14.606791050650562,-11.48452404632987,9.422895249603444,-3.6948041005866687,2.8165832429778397,-2.1809780453365537,1.5154257734373526
0.356,pd_only,0.32407972273630276,21.502220525592463,0.011872043717900422,-0.704424992705337,0.01051544597912185,-2.2265781052519964,0.003978918938895153,1.5917000330555742,0.8027484854789809,0.03239289713777545,-0.011796558853177815,0.02908063302783512,-0.07275181884846901,0.010886509984784055,-0.022745978580265017,0.007549127213705687,14.601762631101389,-11.482686130735694,9.41892264819161,-3.686298465212022,2.8159482185331943,-2.1798743241031038,1.5151297481092012
0.358,pd_only,0.32395066088774926,21.494413867346044,0.011936807209129244,-0.7044485786729731,0.010573590611963628,-2.2267235634518894,0.004000685846068633,1.5916545546583536,0.8027635807347362,0.03238174561441134,-0.011792983818056166,0.029072316420889584,-0.07272909994645205,0.01088345358674,-0.02273919861027828,0.007547627877655926,14.596735942639109,-11.48084875962855,9.414951185127448,-3.677795496395542,2.815313371924441,-2.178770933488029,1.5148337815655588
0.36,pd_only,0.32382168653620474,21.48661236484069,0.012001548404987652,-0.7044721574945102,0.010631718615969671,-2.2268689762260614,0.004022446642312734,1.5916090898176878,0.8027786729924197,0.032370597929203514,-0.011789410768566357,0.029064002003021477,-0.07270638708594693,0.010880398122050614,-0.022732420332938978,0.007546128841724798,14.591710984667904,-11.479011932709367,9.41098086011187,-3.669295193422133,2.8146787030975013,-2.1776678734074486,1.5145378737946524
0.362,pd_only,0.32369279968127534,21.478816017641517,0.012066267313149316,-0.7044957291739169,0.01068982999551689,-2.2270143435865934,0.004044201329493519,1.5915636385301917,0.8027937622526313,0.03235945408083229,-0.011785839703363023,0.029055689773609533,-0.07268368026594622,0.010877343590392316,-0.022725643748099017,0.007544630105851826,14.58668775659214,-11.477175649679253,9.407011672845865,-3.6607975555768633,2.814044211998315,-2.1765651437774993,1.5142420247847075
0.364,pd_only,0.32356400032256283,21.47102482531335,0.012130963941285273,-0.7045192937151591,0.010747924754980957,-2.2271596655455643,0.004065949909476403,1.5915182007924804,0.8028088485159713,0.03234831406797848,-0.011782270621104363,0.029047379732032745,-0.07266097948544883,0.01087428999144193,-0.022718868855602512,0.007543131669979323,14.581666257816403,-11.475339910239564,9.403043623030502,-3.652302582144947,2.813409898572841,-2.175462744514297,1.5139462345239663
